order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
46054,5673,Pending,8/22/2018,6/18/2021,8/22/2018,16,64
46055,9772,Shipped,12/10/2018,3/6/2019,12/10/2018,18,119
46056,3562,Pending,5/16/2019,1/16/2019,5/16/2019,18,169
46057,2085,Pending,7/20/2023,6/17/2023,7/20/2023,8,78
46058,6445,Pending,10/18/2021,12/3/2018,10/18/2021,18,47
46059,5368,Pending,4/1/2019,7/9/2021,4/1/2019,16,34
46060,1494,Cancelled,7/31/2020,3/16/2020,7/31/2020,22,108
46061,1848,Cancelled,3/19/2019,9/25/2023,3/19/2019,42,113
46062,4384,Cancelled,11/28/2021,5/31/2020,11/28/2021,5,92
46063,7563,Pending,3/8/2023,3/10/2022,3/8/2023,4,3
46064,7109,Pending,10/16/2020,3/6/2020,10/16/2020,26,178
46065,4143,Cancelled,6/16/2019,5/18/2019,6/16/2019,29,101
46066,1255,Pending,10/2/2021,4/25/2022,10/2/2021,42,72
46067,5831,Shipped,11/26/2020,9/22/2018,11/26/2020,40,187
46068,5976,Pending,7/16/2020,12/17/2020,7/16/2020,45,35
46069,8768,Shipped,4/12/2021,3/31/2022,4/12/2021,32,77
46070,5696,Cancelled,6/8/2018,11/28/2022,6/8/2018,49,33
46071,1237,Shipped,5/26/2020,3/29/2023,5/26/2020,33,78
46072,2623,Pending,3/22/2019,7/15/2020,3/22/2019,5,2
46073,4731,Pending,4/24/2023,9/29/2023,4/24/2023,22,118
46074,7632,Cancelled,9/28/2020,6/12/2018,9/28/2020,5,57
46075,4897,Cancelled,6/21/2022,9/5/2021,6/21/2022,19,165
46076,5116,Shipped,1/25/2021,2/1/2020,1/25/2021,1,39
46077,2403,Shipped,6/17/2018,5/11/2023,6/17/2018,1,186
46078,4515,Pending,5/2/2023,2/16/2023,5/2/2023,40,188
46079,9761,Pending,7/15/2021,6/12/2022,7/15/2021,22,20
46080,522,Pending,10/29/2021,4/16/2023,10/29/2021,1,85
46081,4468,Pending,12/20/2022,2/17/2021,12/20/2022,1,119
46082,3462,Cancelled,3/6/2020,10/6/2018,3/6/2020,14,156
46083,451,Shipped,10/12/2020,6/11/2022,10/12/2020,1,157
46084,6186,Cancelled,9/27/2023,8/21/2022,9/27/2023,47,152
46085,5766,Shipped,11/18/2019,11/5/2021,11/18/2019,3,89
46086,1218,Shipped,5/5/2023,8/31/2019,5/5/2023,45,122
46087,97,Cancelled,12/26/2020,5/23/2019,12/26/2020,11,7
46088,3896,Cancelled,7/29/2023,1/17/2021,7/29/2023,7,98
46089,7003,Cancelled,9/19/2018,3/15/2018,9/19/2018,19,183
46090,3074,Cancelled,11/2/2023,8/12/2018,11/2/2023,50,108
46091,4184,Pending,12/29/2022,11/25/2022,12/29/2022,42,112
46092,7633,Cancelled,7/22/2023,5/25/2021,7/22/2023,34,80
46093,9507,Shipped,5/4/2018,12/26/2018,5/4/2018,44,12
46094,4444,Pending,5/24/2019,2/1/2018,5/24/2019,32,14
46095,1889,Shipped,2/9/2018,4/23/2019,2/9/2018,43,155
46096,6789,Shipped,5/23/2020,6/11/2019,5/23/2020,25,142
46097,9474,Cancelled,5/20/2022,6/9/2023,5/20/2022,25,134
46098,833,Cancelled,12/7/2018,8/30/2023,12/7/2018,42,4
46099,8056,Shipped,10/11/2022,9/25/2019,10/11/2022,47,107
46100,8139,Cancelled,2/20/2021,11/27/2018,2/20/2021,19,53
46101,2042,Cancelled,10/20/2022,8/26/2021,10/20/2022,34,110
46102,179,Cancelled,11/21/2018,1/20/2021,11/21/2018,9,3
46103,2721,Shipped,10/27/2018,10/18/2022,10/27/2018,1,75
46104,1233,Pending,10/26/2019,7/12/2021,10/26/2019,12,34
46105,3125,Pending,4/22/2018,2/19/2019,4/22/2018,44,195
46106,8499,Pending,12/8/2021,3/25/2019,12/8/2021,16,85
46107,9909,Shipped,12/22/2022,9/4/2020,12/22/2022,21,107
46108,2561,Cancelled,10/5/2018,4/17/2023,10/5/2018,2,6
46109,2161,Pending,3/1/2023,8/5/2021,3/1/2023,10,62
46110,8778,Shipped,12/10/2023,1/20/2019,12/10/2023,37,128
46111,9338,Pending,12/31/2021,6/25/2018,12/31/2021,37,4
46112,9325,Pending,4/15/2021,7/6/2023,4/15/2021,19,47
46113,8751,Shipped,4/11/2018,7/28/2023,4/11/2018,22,174
46114,343,Cancelled,11/14/2018,10/4/2020,11/14/2018,14,29
46115,1892,Cancelled,7/8/2021,12/1/2022,7/8/2021,47,52
46116,9067,Cancelled,10/11/2021,11/30/2020,10/11/2021,29,101
46117,7175,Pending,1/10/2021,8/15/2018,1/10/2021,50,164
46118,6185,Pending,12/20/2023,11/17/2022,12/20/2023,16,188
46119,9742,Cancelled,8/26/2021,1/24/2022,8/26/2021,50,62
46120,2809,Pending,3/26/2020,5/24/2018,3/26/2020,1,109
46121,7660,Pending,3/8/2022,9/24/2019,3/8/2022,20,122
46122,1887,Cancelled,7/29/2021,3/15/2021,7/29/2021,27,181
46123,9272,Pending,9/26/2022,12/4/2021,9/26/2022,23,34
46124,8261,Cancelled,6/6/2018,8/18/2018,6/6/2018,9,50
46125,1329,Pending,11/9/2020,1/7/2021,11/9/2020,32,112
46126,4552,Shipped,6/11/2023,1/3/2023,6/11/2023,24,51
46127,5627,Pending,5/22/2019,3/10/2019,5/22/2019,4,21
46128,5750,Shipped,9/2/2019,9/10/2019,9/2/2019,28,79
46129,548,Cancelled,1/7/2021,5/5/2022,1/7/2021,41,102
46130,9973,Shipped,12/29/2022,10/21/2023,12/29/2022,8,154
46131,9219,Pending,10/25/2021,4/11/2020,10/25/2021,1,104
46132,7602,Cancelled,6/20/2019,3/24/2019,6/20/2019,31,29
46133,1226,Pending,8/17/2023,6/30/2019,8/17/2023,48,116
46134,528,Pending,8/15/2023,4/2/2022,8/15/2023,17,3
46135,2095,Pending,11/12/2023,11/1/2023,11/12/2023,24,43
46136,6460,Shipped,7/17/2018,4/18/2020,7/17/2018,12,39
46137,7752,Shipped,10/9/2020,9/13/2023,10/9/2020,7,139
46138,5696,Shipped,1/9/2018,7/23/2023,1/9/2018,27,81
46139,4402,Shipped,7/4/2022,4/25/2020,7/4/2022,44,65
46140,3836,Shipped,10/25/2022,10/27/2023,10/25/2022,8,182
46141,8282,Pending,6/17/2022,1/9/2022,6/17/2022,28,171
46142,2265,Pending,3/20/2020,2/19/2021,3/20/2020,32,187
46143,6072,Pending,4/25/2019,10/16/2023,4/25/2019,6,92
46144,3230,Pending,4/27/2021,4/22/2019,4/27/2021,9,190
46145,1323,Pending,9/19/2021,1/4/2019,9/19/2021,7,5
46146,1799,Pending,3/17/2023,11/22/2020,3/17/2023,40,10
46147,770,Pending,11/15/2018,9/8/2023,11/15/2018,15,115
46148,605,Cancelled,5/10/2021,12/27/2023,5/10/2021,26,21
46149,4626,Pending,9/1/2020,12/26/2019,9/1/2020,18,15
46150,8726,Cancelled,11/25/2018,4/22/2019,11/25/2018,46,122
46151,7541,Pending,4/25/2022,4/22/2022,4/25/2022,24,164
46152,4511,Shipped,5/25/2018,12/18/2018,5/25/2018,27,197
46153,4004,Pending,7/2/2019,11/11/2018,7/2/2019,30,60
46154,5932,Cancelled,12/16/2019,10/10/2023,12/16/2019,38,105
46155,2961,Cancelled,6/1/2018,12/8/2022,6/1/2018,26,143
46156,3814,Cancelled,11/12/2018,7/8/2018,11/12/2018,7,144
46157,7108,Cancelled,10/20/2019,7/27/2020,10/20/2019,49,99
46158,4101,Shipped,11/6/2023,10/19/2019,11/6/2023,12,45
46159,8044,Pending,6/4/2020,1/7/2023,6/4/2020,39,85
46160,3286,Shipped,9/6/2021,2/13/2019,9/6/2021,34,56
46161,1593,Cancelled,9/16/2019,6/23/2020,9/16/2019,32,199
46162,3684,Pending,2/6/2018,4/10/2018,2/6/2018,4,88
46163,8007,Pending,3/8/2020,11/14/2019,3/8/2020,49,107
46164,1726,Pending,10/19/2020,8/22/2021,10/19/2020,11,47
46165,3469,Pending,10/1/2023,12/14/2023,10/1/2023,7,51
46166,7856,Pending,4/2/2018,12/6/2023,4/2/2018,32,157
46167,9778,Pending,11/7/2023,7/8/2019,11/7/2023,13,8
46168,6719,Cancelled,11/25/2021,1/13/2022,11/25/2021,3,73
46169,759,Cancelled,2/18/2020,1/4/2018,2/18/2020,38,150
46170,6707,Cancelled,12/18/2019,11/11/2019,12/18/2019,7,151
46171,6542,Pending,3/22/2019,7/11/2023,3/22/2019,21,47
46172,3820,Shipped,10/22/2019,5/9/2022,10/22/2019,3,9
46173,5936,Cancelled,8/3/2021,11/19/2023,8/3/2021,14,20
46174,185,Pending,1/8/2023,10/29/2018,1/8/2023,23,128
46175,3721,Shipped,4/29/2023,2/9/2019,4/29/2023,47,29
46176,166,Cancelled,11/8/2018,11/18/2018,11/8/2018,16,33
46177,6433,Shipped,6/17/2023,4/29/2018,6/17/2023,38,72
46178,2099,Shipped,6/6/2021,10/16/2023,6/6/2021,28,26
46179,4600,Cancelled,2/10/2023,5/30/2021,2/10/2023,32,151
46180,9013,Shipped,5/1/2022,3/1/2018,5/1/2022,8,94
46181,5253,Cancelled,8/9/2022,3/28/2018,8/9/2022,7,111
46182,480,Shipped,1/27/2021,2/21/2023,1/27/2021,45,26
46183,1345,Cancelled,3/23/2023,8/8/2023,3/23/2023,11,23
46184,1542,Pending,4/11/2018,2/13/2019,4/11/2018,18,118
46185,5119,Pending,2/26/2021,12/23/2021,2/26/2021,37,116
46186,4035,Pending,3/18/2022,12/16/2023,3/18/2022,41,50
46187,3364,Shipped,11/12/2020,8/13/2019,11/12/2020,31,161
46188,4809,Cancelled,3/3/2023,12/1/2018,3/3/2023,7,3
46189,2285,Shipped,12/18/2023,6/2/2019,12/18/2023,30,141
46190,3251,Shipped,2/21/2022,4/18/2018,2/21/2022,27,59
46191,6519,Cancelled,6/10/2022,9/17/2019,6/10/2022,7,153
46192,1041,Pending,11/24/2019,4/16/2023,11/24/2019,50,160
46193,2754,Cancelled,1/20/2023,7/28/2023,1/20/2023,25,101
46194,7320,Pending,11/17/2020,5/26/2023,11/17/2020,39,87
46195,9773,Shipped,12/20/2019,5/12/2023,12/20/2019,5,88
46196,8752,Shipped,4/26/2022,4/30/2022,4/26/2022,20,188
46197,1222,Shipped,6/17/2018,2/28/2022,6/17/2018,9,5
46198,7418,Shipped,4/7/2022,6/26/2021,4/7/2022,29,126
46199,8417,Pending,5/13/2019,10/3/2023,5/13/2019,36,32
46200,8617,Cancelled,10/13/2019,6/23/2018,10/13/2019,14,22
46201,1200,Cancelled,5/16/2020,6/26/2019,5/16/2020,29,123
46202,4025,Pending,10/26/2020,4/13/2020,10/26/2020,20,67
46203,5990,Pending,7/3/2022,3/13/2022,7/3/2022,33,42
46204,6747,Cancelled,8/18/2018,6/2/2018,8/18/2018,16,105
46205,47,Cancelled,4/27/2021,4/6/2020,4/27/2021,24,139
46206,8457,Pending,7/15/2023,6/5/2022,7/15/2023,38,9
46207,2951,Pending,10/28/2022,12/5/2020,10/28/2022,8,118
46208,9042,Cancelled,8/2/2022,10/4/2020,8/2/2022,32,83
46209,871,Shipped,1/5/2018,10/25/2022,1/5/2018,24,191
46210,8261,Pending,3/18/2023,1/25/2021,3/18/2023,1,177
46211,2673,Pending,12/19/2023,6/7/2018,12/19/2023,29,41
46212,8339,Shipped,7/10/2018,9/26/2023,7/10/2018,9,155
46213,6712,Cancelled,11/13/2018,8/7/2018,11/13/2018,43,48
46214,4644,Pending,9/21/2019,10/15/2020,9/21/2019,3,59
46215,5529,Pending,1/10/2022,8/10/2021,1/10/2022,20,122
46216,2541,Pending,3/19/2020,4/6/2023,3/19/2020,29,57
46217,8912,Pending,9/5/2022,11/11/2019,9/5/2022,44,44
46218,9210,Pending,11/3/2018,7/20/2023,11/3/2018,33,55
46219,5688,Cancelled,1/10/2022,10/26/2018,1/10/2022,49,195
46220,3086,Cancelled,6/11/2023,5/24/2020,6/11/2023,33,82
46221,9129,Pending,12/15/2022,10/17/2023,12/15/2022,43,122
46222,5825,Pending,5/13/2022,6/30/2020,5/13/2022,37,135
46223,2409,Shipped,9/20/2023,10/5/2023,9/20/2023,10,20
46224,5691,Cancelled,11/15/2022,7/21/2020,11/15/2022,2,187
46225,9253,Cancelled,4/12/2020,12/12/2021,4/12/2020,27,43
46226,4376,Pending,12/21/2020,2/24/2023,12/21/2020,36,153
46227,2591,Cancelled,1/11/2023,9/8/2019,1/11/2023,23,18
46228,343,Shipped,10/20/2020,8/21/2019,10/20/2020,41,104
46229,5747,Cancelled,4/21/2020,6/5/2023,4/21/2020,2,19
46230,5637,Shipped,4/3/2020,9/21/2021,4/3/2020,13,159
46231,6076,Pending,1/30/2022,11/5/2019,1/30/2022,40,124
46232,3603,Cancelled,9/18/2021,9/12/2018,9/18/2021,10,77
46233,6839,Pending,10/5/2021,5/23/2020,10/5/2021,2,148
46234,5176,Cancelled,11/21/2020,5/2/2018,11/21/2020,31,162
46235,885,Pending,2/4/2019,9/15/2019,2/4/2019,24,21
46236,9988,Cancelled,3/8/2021,7/28/2018,3/8/2021,35,200
46237,3831,Pending,7/31/2019,4/15/2023,7/31/2019,47,35
46238,2116,Cancelled,2/23/2019,12/3/2023,2/23/2019,32,191
46239,1887,Pending,1/14/2021,2/10/2019,1/14/2021,3,128
46240,9945,Pending,2/21/2020,5/5/2018,2/21/2020,17,136
46241,9625,Pending,6/3/2023,9/20/2019,6/3/2023,19,121
46242,6902,Shipped,8/19/2020,5/29/2020,8/19/2020,18,13
46243,2781,Cancelled,1/11/2020,8/29/2019,1/11/2020,8,103
46244,7668,Pending,1/12/2019,12/21/2021,1/12/2019,37,92
46245,4895,Shipped,2/25/2018,3/21/2019,2/25/2018,25,120
46246,5470,Cancelled,12/15/2021,12/5/2019,12/15/2021,12,71
46247,9982,Pending,11/14/2019,6/29/2022,11/14/2019,2,198
46248,7576,Cancelled,12/11/2018,1/14/2019,12/11/2018,45,144
46249,2966,Cancelled,10/22/2023,8/18/2018,10/22/2023,3,197
46250,5641,Shipped,3/7/2018,4/5/2022,3/7/2018,20,116
46251,287,Shipped,9/18/2019,4/2/2023,9/18/2019,22,176
46252,8970,Shipped,1/13/2022,6/12/2019,1/13/2022,46,52
46253,6358,Cancelled,7/16/2022,12/19/2019,7/16/2022,3,116
46254,2111,Shipped,4/4/2020,8/17/2019,4/4/2020,45,50
46255,3575,Cancelled,5/3/2018,2/24/2019,5/3/2018,13,141
46256,1542,Cancelled,11/8/2022,8/31/2022,11/8/2022,37,124
46257,6863,Shipped,8/17/2022,9/18/2020,8/17/2022,19,93
46258,3321,Pending,8/6/2019,6/18/2018,8/6/2019,50,34
46259,557,Shipped,6/10/2020,8/31/2020,6/10/2020,10,64
46260,3419,Cancelled,8/17/2023,4/3/2020,8/17/2023,27,56
46261,6292,Pending,9/14/2022,8/7/2019,9/14/2022,39,44
46262,7690,Pending,7/19/2020,6/16/2021,7/19/2020,18,99
46263,3769,Shipped,10/8/2023,4/9/2022,10/8/2023,45,35
46264,2132,Pending,1/18/2018,8/14/2019,1/18/2018,32,75
46265,9190,Shipped,4/3/2021,4/7/2022,4/3/2021,10,199
46266,1048,Shipped,6/3/2018,9/9/2019,6/3/2018,46,135
46267,4825,Cancelled,10/17/2020,5/4/2018,10/17/2020,37,27
46268,2244,Pending,12/6/2021,10/22/2023,12/6/2021,20,152
46269,1197,Cancelled,7/23/2018,3/9/2020,7/23/2018,50,77
46270,3055,Shipped,3/7/2023,1/7/2019,3/7/2023,15,155
46271,790,Pending,7/7/2021,8/22/2022,7/7/2021,43,78
46272,7577,Shipped,3/11/2019,12/26/2019,3/11/2019,6,160
46273,3508,Pending,2/21/2018,1/18/2019,2/21/2018,2,20
46274,1764,Shipped,9/30/2021,6/29/2018,9/30/2021,24,69
46275,5416,Cancelled,2/21/2019,11/9/2020,2/21/2019,32,135
46276,3327,Shipped,1/3/2018,7/7/2019,1/3/2018,10,191
46277,3157,Pending,9/18/2023,11/5/2021,9/18/2023,34,146
46278,9010,Shipped,2/14/2018,1/28/2018,2/14/2018,44,96
46279,7426,Cancelled,3/29/2021,6/22/2022,3/29/2021,5,106
46280,4646,Cancelled,2/2/2019,6/14/2018,2/2/2019,13,106
46281,3707,Pending,8/14/2023,3/16/2020,8/14/2023,14,141
46282,5144,Shipped,8/16/2020,3/7/2023,8/16/2020,18,4
46283,5793,Shipped,7/23/2021,11/12/2018,7/23/2021,16,39
46284,8324,Shipped,8/15/2020,3/15/2021,8/15/2020,40,17
46285,3085,Shipped,10/17/2018,3/25/2019,10/17/2018,1,87
46286,9883,Cancelled,6/7/2020,9/9/2020,6/7/2020,26,196
46287,9517,Pending,5/28/2018,6/16/2023,5/28/2018,16,152
46288,2895,Pending,6/20/2018,11/3/2023,6/20/2018,43,182
46289,3596,Cancelled,4/14/2018,4/6/2020,4/14/2018,30,4
46290,3312,Cancelled,12/9/2019,2/26/2021,12/9/2019,43,42
46291,6098,Cancelled,12/28/2021,5/30/2022,12/28/2021,38,86
46292,696,Cancelled,9/6/2020,12/29/2023,9/6/2020,2,133
46293,2793,Shipped,5/1/2020,8/11/2023,5/1/2020,32,147
46294,3952,Pending,3/5/2021,4/25/2019,3/5/2021,22,166
46295,9116,Shipped,7/27/2019,3/16/2019,7/27/2019,47,20
46296,412,Shipped,3/12/2020,5/23/2022,3/12/2020,36,83
46297,4045,Pending,10/24/2021,1/1/2019,10/24/2021,26,90
46298,2534,Shipped,1/29/2019,8/15/2018,1/29/2019,47,5
46299,7245,Shipped,6/15/2022,1/24/2021,6/15/2022,21,107
46300,4249,Pending,9/13/2021,6/22/2022,9/13/2021,48,51
46301,6616,Cancelled,1/5/2018,6/3/2019,1/5/2018,26,121
46302,4258,Cancelled,1/10/2018,2/24/2022,1/10/2018,23,158
46303,563,Cancelled,11/30/2023,8/31/2019,11/30/2023,37,100
46304,686,Shipped,8/9/2021,4/8/2022,8/9/2021,3,9
46305,2726,Cancelled,3/7/2022,5/1/2020,3/7/2022,1,105
46306,8882,Pending,5/1/2020,7/19/2022,5/1/2020,44,114
46307,1120,Pending,8/4/2022,2/28/2019,8/4/2022,14,177
46308,8884,Cancelled,5/22/2020,4/21/2018,5/22/2020,19,191
46309,3517,Cancelled,2/11/2022,7/24/2023,2/11/2022,3,67
46310,4428,Cancelled,9/5/2018,1/6/2021,9/5/2018,27,106
46311,5075,Shipped,9/7/2018,5/23/2020,9/7/2018,16,37
46312,1461,Cancelled,12/17/2018,7/15/2021,12/17/2018,47,199
46313,2641,Shipped,3/30/2020,7/21/2022,3/30/2020,8,59
46314,4157,Pending,12/31/2022,3/30/2021,12/31/2022,12,101
46315,5884,Cancelled,5/9/2020,3/16/2023,5/9/2020,37,57
46316,1413,Shipped,11/9/2019,5/23/2020,11/9/2019,38,165
46317,3807,Pending,1/24/2022,10/3/2020,1/24/2022,33,11
46318,4406,Cancelled,9/1/2022,11/25/2018,9/1/2022,13,198
46319,1817,Pending,2/12/2023,11/25/2022,2/12/2023,38,59
46320,4299,Shipped,8/18/2021,1/2/2019,8/18/2021,8,31
46321,6370,Cancelled,6/24/2023,7/1/2018,6/24/2023,15,4
46322,1006,Pending,2/21/2020,10/22/2022,2/21/2020,34,60
46323,28,Cancelled,12/17/2023,7/3/2021,12/17/2023,11,61
46324,179,Pending,7/13/2018,11/20/2018,7/13/2018,6,24
46325,998,Pending,10/22/2018,1/5/2023,10/22/2018,42,74
46326,4075,Shipped,7/1/2018,7/8/2021,7/1/2018,16,177
46327,6411,Shipped,4/24/2021,10/19/2020,4/24/2021,38,96
46328,9831,Shipped,1/9/2022,3/6/2019,1/9/2022,29,104
46329,9745,Pending,9/24/2021,3/22/2018,9/24/2021,9,174
46330,4249,Pending,3/25/2022,6/7/2020,3/25/2022,45,87
46331,7467,Cancelled,5/7/2021,7/18/2019,5/7/2021,50,57
46332,3761,Cancelled,12/8/2021,2/19/2019,12/8/2021,27,61
46333,7327,Shipped,6/25/2019,12/28/2021,6/25/2019,25,92
46334,7000,Pending,2/21/2020,8/15/2021,2/21/2020,22,138
46335,1248,Pending,5/24/2019,3/13/2019,5/24/2019,38,11
46336,9929,Pending,4/3/2023,3/28/2022,4/3/2023,43,128
46337,2018,Cancelled,3/21/2023,3/28/2020,3/21/2023,39,16
46338,6912,Shipped,9/25/2019,2/19/2022,9/25/2019,9,134
46339,9257,Pending,11/1/2023,8/12/2019,11/1/2023,11,83
46340,6839,Shipped,7/10/2019,3/6/2021,7/10/2019,30,36
46341,6900,Shipped,9/28/2020,8/21/2018,9/28/2020,4,179
46342,5744,Shipped,3/21/2023,12/3/2018,3/21/2023,36,105
46343,6933,Shipped,5/23/2021,6/18/2022,5/23/2021,21,118
46344,3286,Pending,11/24/2023,8/15/2023,11/24/2023,1,61
46345,7466,Cancelled,10/7/2022,12/4/2023,10/7/2022,5,122
46346,9719,Shipped,6/26/2023,10/28/2021,6/26/2023,17,53
46347,2217,Pending,1/9/2022,10/4/2019,1/9/2022,4,43
46348,1245,Pending,8/26/2018,12/8/2022,8/26/2018,7,124
46349,8230,Pending,8/23/2020,7/24/2020,8/23/2020,3,34
46350,391,Cancelled,11/15/2022,11/1/2019,11/15/2022,35,75
46351,4796,Shipped,5/14/2020,1/13/2019,5/14/2020,9,101
46352,5773,Cancelled,4/7/2022,12/6/2022,4/7/2022,11,63
46353,1862,Pending,12/17/2019,11/7/2021,12/17/2019,38,64
46354,5186,Pending,7/9/2020,4/5/2018,7/9/2020,25,68
46355,5671,Pending,2/19/2022,6/5/2020,2/19/2022,39,137
46356,9601,Pending,2/28/2018,3/8/2023,2/28/2018,45,93
46357,7023,Pending,10/8/2022,5/16/2020,10/8/2022,18,134
46358,8200,Cancelled,3/15/2021,8/3/2021,3/15/2021,22,52
46359,8,Cancelled,1/28/2021,7/18/2023,1/28/2021,32,75
46360,9411,Shipped,10/15/2021,5/29/2023,10/15/2021,14,198
46361,2795,Shipped,3/15/2020,3/12/2021,3/15/2020,4,43
46362,767,Pending,9/2/2023,3/10/2020,9/2/2023,21,173
46363,1701,Shipped,9/30/2020,4/30/2023,9/30/2020,43,71
46364,1577,Cancelled,2/2/2019,4/9/2023,2/2/2019,32,160
46365,1199,Pending,8/7/2021,5/1/2018,8/7/2021,1,182
46366,8211,Shipped,2/7/2019,5/5/2019,2/7/2019,6,37
46367,4195,Cancelled,8/11/2021,2/15/2022,8/11/2021,48,125
46368,2635,Pending,1/24/2019,4/7/2020,1/24/2019,31,148
46369,5391,Shipped,6/14/2022,10/20/2021,6/14/2022,43,146
46370,2261,Pending,1/16/2019,4/11/2023,1/16/2019,17,73
46371,1502,Shipped,10/25/2019,8/31/2021,10/25/2019,42,78
46372,8545,Cancelled,5/9/2021,3/13/2019,5/9/2021,22,160
46373,8404,Pending,11/4/2019,3/30/2023,11/4/2019,47,52
46374,258,Cancelled,6/28/2022,3/14/2021,6/28/2022,35,64
46375,9157,Shipped,12/28/2019,11/17/2021,12/28/2019,9,168
46376,7898,Shipped,10/28/2022,4/17/2021,10/28/2022,28,181
46377,7199,Shipped,8/23/2021,5/15/2023,8/23/2021,42,27
46378,6137,Shipped,4/27/2020,11/19/2022,4/27/2020,44,145
46379,7926,Shipped,12/9/2023,6/2/2021,12/9/2023,29,188
46380,9024,Shipped,10/15/2022,7/4/2020,10/15/2022,27,12
46381,932,Shipped,5/8/2018,4/30/2022,5/8/2018,46,26
46382,2863,Cancelled,12/5/2021,5/29/2018,12/5/2021,31,19
46383,1434,Cancelled,7/9/2018,12/4/2018,7/9/2018,4,46
46384,6261,Pending,12/23/2020,2/20/2018,12/23/2020,40,76
46385,2456,Pending,11/11/2020,5/7/2018,11/11/2020,12,165
46386,3876,Shipped,2/7/2022,8/24/2019,2/7/2022,22,166
46387,3569,Pending,10/20/2021,9/5/2022,10/20/2021,30,47
46388,9976,Pending,4/5/2020,6/19/2021,4/5/2020,40,191
46389,9270,Shipped,2/10/2021,3/21/2022,2/10/2021,18,56
46390,5622,Cancelled,5/4/2021,10/21/2018,5/4/2021,31,42
46391,9985,Pending,12/31/2021,3/21/2023,12/31/2021,18,133
46392,4983,Shipped,10/3/2022,7/15/2022,10/3/2022,42,150
46393,3604,Pending,3/6/2018,7/7/2020,3/6/2018,45,100
46394,6141,Pending,12/9/2020,3/25/2020,12/9/2020,35,113
46395,2813,Pending,12/30/2018,9/26/2023,12/30/2018,20,76
46396,8867,Cancelled,3/22/2018,1/22/2020,3/22/2018,33,55
46397,7886,Shipped,3/7/2019,3/11/2023,3/7/2019,15,52
46398,2968,Shipped,6/18/2018,2/3/2018,6/18/2018,24,62
46399,6324,Pending,2/18/2018,8/9/2019,2/18/2018,37,45
46400,8733,Cancelled,2/12/2020,2/25/2018,2/12/2020,48,12
46401,5643,Pending,3/13/2020,9/25/2021,3/13/2020,15,171
46402,982,Pending,6/14/2020,6/14/2022,6/14/2020,39,78
46403,8603,Pending,3/23/2018,8/30/2019,3/23/2018,2,196
46404,5999,Shipped,2/26/2021,1/13/2018,2/26/2021,6,29
46405,9041,Shipped,3/5/2021,4/4/2020,3/5/2021,10,64
46406,5583,Pending,4/6/2019,6/12/2020,4/6/2019,25,198
46407,3551,Cancelled,1/8/2020,2/18/2022,1/8/2020,5,4
46408,8047,Cancelled,3/25/2018,11/26/2020,3/25/2018,39,64
46409,1527,Cancelled,5/13/2023,6/17/2020,5/13/2023,27,2
46410,1526,Shipped,12/26/2021,10/26/2023,12/26/2021,50,101
46411,959,Shipped,4/29/2021,3/24/2023,4/29/2021,18,75
46412,8456,Shipped,10/25/2022,12/22/2023,10/25/2022,18,182
46413,4587,Shipped,1/29/2022,5/8/2020,1/29/2022,34,148
46414,9232,Shipped,6/28/2019,4/14/2020,6/28/2019,25,33
46415,1428,Pending,1/2/2020,2/6/2020,1/2/2020,28,153
46416,9913,Cancelled,2/18/2018,7/27/2019,2/18/2018,48,80
46417,7552,Cancelled,3/31/2023,11/18/2023,3/31/2023,45,66
46418,9229,Cancelled,9/24/2018,7/31/2018,9/24/2018,11,33
46419,7246,Shipped,10/11/2020,5/9/2021,10/11/2020,22,100
46420,7165,Cancelled,2/9/2018,12/27/2020,2/9/2018,29,12
46421,3196,Shipped,11/12/2023,8/8/2023,11/12/2023,33,109
46422,5709,Pending,12/4/2018,12/29/2022,12/4/2018,27,79
46423,3112,Pending,6/21/2023,3/27/2021,6/21/2023,17,163
46424,8195,Cancelled,7/24/2023,12/2/2018,7/24/2023,47,43
46425,9047,Shipped,12/17/2021,12/13/2020,12/17/2021,24,71
46426,1570,Shipped,3/28/2018,3/31/2022,3/28/2018,28,100
46427,1904,Cancelled,7/20/2018,9/5/2020,7/20/2018,37,32
46428,4451,Pending,2/9/2021,3/3/2021,2/9/2021,11,94
46429,5742,Cancelled,12/21/2018,11/12/2018,12/21/2018,17,19
46430,2680,Pending,11/18/2021,3/24/2019,11/18/2021,8,70
46431,7149,Cancelled,2/3/2022,12/23/2023,2/3/2022,42,57
46432,1418,Cancelled,4/24/2019,4/3/2018,4/24/2019,14,106
46433,1971,Cancelled,12/6/2019,12/21/2019,12/6/2019,11,45
46434,9871,Cancelled,2/11/2022,5/8/2023,2/11/2022,46,87
46435,7583,Pending,6/7/2021,10/2/2019,6/7/2021,7,167
46436,2974,Cancelled,11/14/2021,1/28/2018,11/14/2021,37,182
46437,2371,Pending,1/3/2020,1/21/2021,1/3/2020,24,77
46438,7217,Shipped,11/10/2019,11/25/2020,11/10/2019,41,61
46439,6487,Cancelled,5/24/2021,12/29/2018,5/24/2021,4,171
46440,3396,Shipped,2/20/2019,3/13/2018,2/20/2019,9,13
46441,6438,Shipped,2/2/2020,8/20/2019,2/2/2020,45,178
46442,5137,Cancelled,8/2/2018,8/28/2018,8/2/2018,50,66
